Id,Name,Age,Nationality,Team,Contract,Height,Weight,Preferred Foot,Overall,Potential,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Total Stats,Base Stats,International Reputation
260813,G. Kochorashvili,22,Georgia,Levante Unión Deportiva,"
2019 ~ 2022",176cm,70kg,Right,63,74,66,CAM,11,"Jul 19, 2019",N/A,€1.1M,€5K,1662,349,1 
263630,J. Castillo,19,Mexico,Pachuca,"
2021 ~ 2024",179cm,66kg,Right,63,76,63,RB,13,"Jul 1, 2021",N/A,€1.1M,€2K,1516,326,1 
260814,E. Sevikyan,19,Russia,Levante Unión Deportiva,"
2020 ~ 2022",175cm,70kg,Left,63,77,64,CAM,14,"Jan 1, 2020",N/A,€1.1M,€3K,1583,335,1 
262607,K. Karataş,18,Turkey,Altay SK,"
2020 ~ 2026",182cm,74kg,Left,63,79,65,ST,16,"Aug 4, 2020",N/A,€1.2M,€1K,1513,332,1 
212175,P. Farman,31,England,Barrow,"
2021 ~ 2022",186cm,81kg,Right,63,63,63,GK,0,"Jul 1, 2021",N/A,€250K,€2K,1100,355,1 
225999,F. Lesniak,25,Slovakia,Wisła Płock,"
2020 ~ 2022",176cm,70kg,Left,63,66,64,CDM,3,"Aug 1, 2020",N/A,€575K,€1K,1665,350,1 
229327,Hélder Tavares,31,Cape Verde Islands,FC Voluntari,"
2021 ~ 2022",178cm,73kg,Right,63,63,63,CDM,0,"Jan 20, 2021",N/A,€325K,€1K,1706,360,1 
260303,M. Vorobjovas,25,Lithuania,AFC UTA Arad,"
2021 ~ 2022",177cm,75kg,Right,63,66,64,CDM,3,"Jan 12, 2021",N/A,€575K,€2K,1708,361,1 
218576,W. Aimson,27,England,Bolton Wanderers,"
2021 ~ 2023",179cm,70kg,Right,63,65,65,CB,2,"Jul 1, 2021",N/A,€500K,€2K,1402,295,1 
221648,Y. Barnawi,27,Saudi Arabia,Al Faisaly,"
2021 ~ 2024",175cm,72kg,Right,63,63,63,RB,0,"Jul 6, 2021",N/A,€475K,€3K,1629,351,1 
162512,S. Cuthbert,34,Scotland,Stevenage,"
2018 ~ 2022",188cm,89kg,Right,63,63,63,CB,0,"Jul 1, 2018",N/A,€160K,€2K,1403,298,1 
229072,Ł. Sekulski,30,Poland,Wisła Płock,"
2021 ~ 2023",187cm,78kg,Right,63,63,63,ST,0,"Jul 26, 2021",N/A,€475K,€2K,1516,329,1 
235728,W. O'Hora,22,Republic of Ireland,Milton Keynes Dons,"
2021 ~ 2023",191cm,84kg,Right,63,72,65,CB,9,"Jan 18, 2021",N/A,€1M,€2K,1436,315,1 
237776,K. Tanno,35,Japan,Kawasaki Frontale,"
2020 ~ 2022",186cm,80kg,Right,63,63,63,GK,0,"Jan 4, 2020",N/A,€50K,€1K,961,333,1 
251088,K. Kościelny,29,Poland,PGE FKS Stal Mielec,"
2020 ~ 2022",185cm,83kg,Right,63,63,63,CB,0,"Aug 4, 2020",N/A,€400K,€950,1317,281,1 
252112,Berto Hórreo,21,Spain,Real Oviedo,"
2018 ~ 2022",191cm,81kg,Right,63,75,63,GK,12,"Jul 1, 2018",N/A,€1M,€1K,995,342,1 
261328,J. Sernaqué,26,Peru,Universidad Técnica de Cajamarca,"
2021 ~ 2021",175cm,72kg,Right,63,64,64,CAM,1,"Jan 2, 2021",N/A,€550K,€500,1682,355,1 
262353,G. Sangaré,24,Burkina Faso,US Quevilly Rouen Métropole,"
2018 ~ 2023",180cm,76kg,Right,63,69,65,CB,6,"Jul 1, 2018",N/A,€700K,€1K,1487,320,1 
199121,H. Radetinac,35,Serbia,Djurgårdens IF,"
2013 ~ 2021",187cm,73kg,Right,63,63,64,CAM,0,"Aug 9, 2013",N/A,€200K,€2K,1693,360,1 
250833,A. Mboko,23,Belgium,K Beerschot VA,"
2018 ~ 2022",187cm,80kg,Right,63,68,64,CB,5,"Aug 31, 2018",N/A,€675K,€2K,1566,356,1 
187857,G. Sandomierski,31,Poland,Górnik Zabrze,"
2021 ~ 2022",196cm,91kg,Left,63,63,63,GK,0,"Jul 17, 2021",N/A,€250K,€1K,1228,356,1 
255185,Y. Suzuki,19,Japan,Shimizu S-Pulse,"
2020 ~ 2024",175cm,66kg,Right,63,72,65,CAM,9,"Jan 16, 2020",N/A,€1M,€650,1619,349,1 
226514,D. Harvie,22,Scotland,Milton Keynes Dons,"
2020 ~ 2022",180cm,65kg,Left,63,69,63,LWB,6,"Jul 27, 2020",N/A,€725K,€2K,1636,352,1 
228562,R. Sallinger,25,Austria,TSV Egger Glas Hartberg,"
2018 ~ 2022",196cm,84kg,Right,63,67,63,GK,4,"Jul 1, 2018",N/A,€525K,€1K,1124,356,1 
233938,D. Kasumu,21,Nigeria,Milton Keynes Dons,"
2016 ~ 2022",180cm,70kg,Right,63,73,65,CM,10,"Apr 30, 2016",N/A,€1.1M,€2K,1733,368,1 
243154,A. Benedyczak,20,Poland,Parma,"
2021 ~ 2025",191cm,78kg,Right,63,77,65,ST,14,"Jul 1, 2021",N/A,€1.2M,€5K,1528,345,1 
243666,C. McCowatt,22,New Zealand,,"
Free",180cm,73kg,Right,63,72,64,CAM,9,"Sep 7, 2020",N/A,€0,€0,1731,372,1 
243922,M. Radecki,28,Poland,Radomiak Radom,"
2020 ~ 2022",187cm,74kg,Right,63,63,64,RM,0,"Sep 22, 2020",N/A,€475K,€1K,1758,384,1 
244690,T. Matthews,20,South Africa,Varbergs BoIS FC,"
2020 ~ 2022",175cm,70kg,Left,63,74,64,LM,11,"Jan 17, 2020",N/A,€1.1M,€700,1526,328,1 
226259,L. Andrenacci,26,Italy,Genoa,"
2021 ~ 2026",188cm,77kg,Right,63,63,63,GK,0,"Jul 13, 2021",N/A,€375K,€3K,1101,361,1 
241619,Huang Zichang,24,China PR,Wuhan FC,"
2021 ~ 2021",173cm,67kg,Right,63,68,64,RM,5,"Mar 30, 2021",N/A,€725K,€2K,1685,363,1 
208852,K. Morris,27,England,Tranmere Rovers,"
2019 ~ 2022",178cm,71kg,Left,63,63,63,RM,0,"Jul 1, 2019",N/A,€500K,€2K,1740,371,1 
247764,K. John,20,England,Everton,"
2019 ~ 2023",176cm,68kg,Right,63,75,63,RB,12,"Mar 5, 2019",N/A,€1.1M,€9K,1615,343,1 
257236,A. Becker,24,Germany,SSV Jahn Regensburg,"
2020 ~ 2023",196cm,92kg,Right,63,68,65,ST,5,"Jul 15, 2020",N/A,€725K,€2K,1432,316,1 
262100,R. Balker,22,Netherlands,FC Groningen,"
2021 ~ 2024",193cm,85kg,Right,63,71,65,CB,8,"Jul 1, 2021",N/A,€1M,€2K,1419,326,1 
226261,C. Ainley,23,England,Crewe Alexandra,"
2014 ~ 2023",173cm,64kg,Right,63,70,66,CAM,7,"Dec 8, 2014",N/A,€950K,€2K,1753,371,1 
244181,L. Klassen,21,Russia,WSG Tirol,"
2021 ~ 2024",174cm,70kg,Left,63,70,64,LWB,7,"Jul 1, 2021",N/A,€925K,€2K,1601,352,1 
258773,I. Fomba,20,Mali,Málaga CF,"
2019 ~ 2022",175cm,69kg,Right,63,76,64,RM,13,"Jul 1, 2019",N/A,€1.2M,€2K,1603,351,1 
233175,Y. Kamiya,24,Japan,Kashiwa Reysol,"
2020 ~ 2022",174cm,67kg,Right,63,67,67,CAM,4,"Feb 1, 2020",N/A,€675K,€2K,1736,381,1 
252119,P. Schmiedl,23,Austria,SønderjyskE,"
2020 ~ 2024",187cm,89kg,Right,63,68,65,CB,5,"Oct 3, 2020",N/A,€650K,€2K,1410,314,1 
253143,J. Cijntje,23,Curacao,Heracles Almelo,"
2019 ~ 2022",183cm,78kg,Right,63,68,65,ST,5,"Sep 2, 2019",N/A,€725K,€2K,1558,347,1 
254935,R. Banegas,25,Bolivia,Club Deportivo Jorge Wilstermann,"
2021 ~ 2022",184cm,73kg,Right,63,69,63,GK,6,"Feb 19, 2021",N/A,€600K,€500,945,332,1 
255703,L. Le Roux,21,South Africa,Varbergs BoIS FC,"
2020 ~ 2023",180cm,70kg,Right,63,74,64,CM,11,"Jan 8, 2020",N/A,€1M,€600,1686,359,1 
209368,J. Powell,27,England,Crawley Town,"
2019 ~ 2022",177cm,62kg,Right,63,64,64,CM,1,"Jul 5, 2019",N/A,€550K,€3K,1722,366,1 
246744,J. Reyes,23,Mexico,Cruz Azul,"
2019 ~ 2021",180cm,70kg,Right,63,70,65,CB,7,"Jan 1, 2019",N/A,€900K,€9K,1365,279,1 
248024,V. Rîmniceanu,31,Romania,FC Voluntari,"
2019 ~ 2022",185cm,85kg,Right,63,63,63,GK,0,"Jul 1, 2019",N/A,€250K,€1K,994,354,1 
255192,D. Celea,25,Romania,AFC Chindia Târgoviște,"
2021 ~ 2023",187cm,82kg,Right,63,65,65,CB,2,"Feb 20, 2021",N/A,€525K,€2K,1466,302,1 
256984,K. Kruk,21,Poland,Zagłębie Lubin,"
2020 ~ 2022",185cm,79kg,Right,63,72,65,CB,9,"Jun 19, 2020",N/A,€1M,€1K,1479,323,1 
244953,C. Pombo,27,Argentina,Club Atlético Sarmiento,"
2019 ~ 2021",170cm,65kg,Right,63,64,64,CAM,1,"Jul 1, 2019",N/A,€550K,€3K,1663,347,1 
182489,S. Davies,34,England,Tranmere Rovers,"
2015 ~ 2022",183cm,70kg,Right,63,63,63,GK,0,"Jun 30, 2015",N/A,€80K,€2K,1065,337,1 
248025,A. Greab,29,Romania,Campionii FC Arges,"
2020 ~ 2022",196cm,90kg,Right,63,63,63,GK,0,"Aug 12, 2020",N/A,€325K,€1K,1017,338,1 
260569,U. Meleke,22,Côte d'Ivoire,CFR Cluj,"
2021 ~ 2024",181cm,74kg,Right,63,74,65,CB,11,"Jul 9, 2021",N/A,€1M,€3K,1414,312,1 
262618,H. Tut,30,Turkey,GZT Giresunspor,"
2020 ~ 2022",171cm,71kg,Left,63,63,63,LB,0,"Sep 4, 2020",N/A,€425K,€3K,1569,334,1 
225498,L. Sutton,24,England,Bradford City,"
2020 ~ 2022",180cm,74kg,Right,63,68,65,RWB,5,"Jul 11, 2020",N/A,€675K,€3K,1703,371,1 
263643,Rafa Santos,24,Portugal,Belenenses SAD,"
2021 ~ 2024",187cm,81kg,Right,63,70,65,CM,7,"Jul 1, 2021",N/A,€950K,€1K,1674,361,1 
216795,C. Long,26,England,Crewe Alexandra,"
2021 ~ 2023",180cm,77kg,Right,63,66,65,ST,3,"Jul 1, 2021",N/A,€625K,€3K,1565,342,1 
243163,D. Grant,21,Republic of Ireland,Huddersfield Town,"
2021 ~ 2025",178cm,70kg,Right,63,74,64,RM,11,"Jan 2, 2021",N/A,€1.1M,€2K,1599,350,1 
181468,D. Bouzanis,30,Australia,Sutton United,"
2020 ~ 2022",185cm,84kg,Right,63,63,63,GK,0,"Aug 7, 2020",N/A,€325K,€2K,1243,371,1 
256732,Famana Quizera,19,Portugal,Borussia Mönchengladbach,"
2020 ~ 2025",172cm,70kg,Right,63,79,65,CAM,16,"May 26, 2020",N/A,€1.2M,€3K,1602,332,1 
240605,A. Collins,21,England,Exeter City,"
2017 ~ 2022",175cm,63kg,Right,63,74,66,CM,11,"Jul 1, 2017",N/A,€1M,€2K,1770,376,1 
245213,Baba Fernandes,21,Portugal,Nottingham Forest,"
2020 ~ 2022",188cm,82kg,Right,63,73,65,CB,10,"Jul 1, 2020",N/A,€1M,€6K,1395,294,1 
192989,F. Përdedaj,29,Kosovo,FC Würzburger Kickers,"
2021 ~ 2023",173cm,70kg,Right,63,63,64,RWB,0,"Jul 1, 2021",N/A,€400K,€2K,1793,374,1 
206558,J. Roberts,27,England,Heart of Midlothian,"
2020 ~ 2022",181cm,71kg,Left,63,64,67,LM,1,"Aug 10, 2020",N/A,€550K,€2K,1788,382,1 
255454,C. Coşkun,23,Turkey,FSV Zwickau,"
2020 ~ 2023",173cm,71kg,Left,63,69,64,LM,6,"Jan 24, 2020",N/A,€700K,€600,1686,366,1 
256478,P. Ibara,25,Congo,Bengaluru FC,"
2021 ~ 2023",194cm,87kg,Right,63,68,65,ST,5,"Jul 16, 2021",N/A,€725K,€650,1471,318,1 
259806,F. Da Silva,18,France,Olympique Lyonnais,"
2020 ~ 2025",178cm,67kg,Right,63,79,66,CAM,16,"Dec 2, 2020",N/A,€1.2M,€4K,1688,358,1 
260318,A. Sato,34,Japan,Tokushima Vortis,"
2015 ~ 2022",184cm,76kg,Right,63,63,63,ST,0,"Feb 1, 2015",N/A,€230K,€1K,1649,347,1 
264159,Iker Benito,18,Spain,CA Osasuna,"
2020 ~ 2023",176cm,71kg,Right,63,75,64,RM,12,"Jul 1, 2020",N/A,€1.1M,€2K,1565,340,1 
218591,S. Long,26,Republic of Ireland,Cheltenham Town,"
2018 ~ 2022",178cm,70kg,Right,63,65,65,CB,2,"Jun 26, 2018",N/A,€525K,€2K,1670,357,1 
229087,H. Rodgers,24,England,Accrington Stanley,"
2018 ~ 2023",188cm,79kg,Right,63,68,63,RWB,5,"Jan 31, 2018",N/A,€675K,€1K,1563,350,1 
232671,L. Putaro,24,Germany,Sportclub Verl,"
2021 ~ 2022",187cm,77kg,Left,63,69,66,ST,6,"Feb 1, 2021",N/A,€750K,€650,1663,362,1 
242655,J. Ponceau,20,France,Nîmes Olympique,"
Jun 30, 2022 On Loan",170cm,62kg,Right,63,74,65,CAM,11,"Jul 1, 2018","Jun 30, 2022",€1.1M,€3K,1666,350,1 
235744,B. Thomas-Asante,22,England,Salford City,"
2019 ~ 2022",175cm,74kg,Right,63,72,65,RM,9,"Sep 3, 2019",N/A,€1.1M,€4K,1648,366,1 
244192,T. Isherwood,23,Sweden,SV Darmstadt 98,"
2021 ~ 2024",195cm,87kg,Left,63,68,65,CB,5,"Jan 3, 2021",N/A,€650K,€3K,1433,326,1 
244448,J. Sánchez Purata,23,Mexico,Tigres U.A.N.L.,"
2018 ~ 2023",187cm,78kg,Right,63,74,65,CB,11,"Jul 1, 2018",N/A,€1M,€7K,1538,328,1 
202465,R. Towell,29,Republic of Ireland,Shamrock Rovers,"
2021 ~ 2025",173cm,66kg,Right,63,63,64,CDM,0,"Jul 1, 2021",N/A,€475K,€1K,1823,382,1 
232161,R. Tranberg,28,Sweden,Varbergs BoIS FC,"
2020 ~ 2022",186cm,81kg,Right,63,64,63,CDM,1,"Jan 8, 2020",N/A,€475K,€900,1696,363,1 
258273,J. Naschberger,21,Austria,WSG Tirol,"
2020 ~ 2025",173cm,70kg,Right,63,72,66,CAM,9,"Aug 1, 2020",N/A,€1.1M,€2K,1698,372,1 
212450,Park Yong Ji,28,Korea Republic,Seongnam FC,"
2021 ~ 2022",183cm,74kg,Right,63,63,63,ST,0,"Jan 12, 2021",N/A,€500K,€1K,1565,333,1 
237026,D. Itter,22,Germany,VfL Osnabrück,"
2021 ~ 2023",184cm,74kg,Right,63,70,63,RB,7,"Jul 1, 2021",N/A,€925K,€1K,1605,343,1 
239586,D. Kovačić,27,Croatia,FC U Craiova 1948,"
2021 ~ 2022",192cm,86kg,Right,63,65,65,CB,2,"Jul 1, 2021",N/A,€500K,€2K,1309,290,1 
250850,A. Hagelskjær,24,Denmark,Aalborg BK,"
2021 ~ 2024",192cm,84kg,Left,63,67,65,CB,4,"Jul 1, 2021",N/A,€625K,€3K,1633,365,1 
253922,E. Pérez Greco,39,Venezuela,Deportivo Táchira FC,"
2016 ~ 2021",184cm,80kg,Right,63,63,63,ST,0,"Jan 1, 2016",N/A,€160K,€500,1562,334,1 
258786,Zé Carlos,22,Portugal,Gil Vicente FC,"
Jun 30, 2022 On Loan",177cm,72kg,Right,63,72,63,RB,9,"Sep 1, 2020","Jun 30, 2022",€1M,€2K,1485,322,1 
214755,F. Ragusa,28,Chile,Club de Deportes Cobresal,"
2020 ~ 2021",180cm,81kg,Right,63,63,63,CAM,0,"Jan 7, 2020",N/A,€475K,€900,1681,357,1 
222947,T. Davies,29,England,Tranmere Rovers,"
2021 ~ 2022",185cm,78kg,Right,63,63,63,CB,0,"Jul 1, 2021",N/A,€400K,€2K,1441,309,1 
239076,A. Nurudeen,22,Ghana,KAS Eupen,"
2017 ~ 2022",190cm,77kg,Right,63,71,63,GK,8,"Jul 1, 2017",N/A,€925K,€2K,898,337,1 
243172,Ľ. Tupta,23,Slovakia,Hellas Verona,"
2016 ~ 2023",180cm,72kg,Right,63,72,65,ST,9,"Jul 7, 2016",N/A,€1.1M,€5K,1575,331,1 
244196,D. Thompson,20,England,Brentford,"
2019 ~ 2022",183cm,75kg,Left,63,76,63,LB,13,"Aug 8, 2019",N/A,€1.1M,€6K,1557,345,1 
244708,K. Goden,22,Germany,TSV 1860 München,"
2021 ~ 2023",182cm,74kg,Right,63,69,63,RB,6,"Jul 1, 2021",N/A,€725K,€750,1573,351,1 
189924,B. Rymaniak,31,Poland,Górnik Łęczna,"
2021 ~ 2022",192cm,87kg,Right,63,63,64,CB,0,"Jul 14, 2021",N/A,€350K,€1K,1639,351,1 
255972,S. Ramírez,20,Argentina,Club Atlético Huracán,"
2019 ~ 2023",180cm,75kg,Right,63,78,64,RM,15,"Dec 13, 2019",N/A,€1.2M,€2K,1538,338,1 
258788,G. Caso,22,Italy,Genoa,"
2020 ~ 2023",172cm,65kg,Right,63,69,63,LW,6,"Sep 14, 2020",N/A,€775K,€3K,1525,325,1 
256741,J. Bonde,27,Denmark,Viborg FF,"
2018 ~ 2024",186cm,75kg,Left,63,64,64,CM,1,"Aug 31, 2018",N/A,€550K,€3K,1753,368,1 
234982,M. Christensen,23,Denmark,Aalborg BK,"
2016 ~ 2022",190cm,74kg,Right,63,68,65,CB,5,"Jun 13, 2016",N/A,€675K,€3K,1641,353,1 
240358,S. Lusiusz,21,Poland,Cracovia,"
2017 ~ 2024",180cm,69kg,Right,63,70,64,CDM,7,"Jun 1, 2017",N/A,€925K,€1K,1658,359,1 
111590,L. Feeney,34,England,Tranmere Rovers,"
2021 ~ 2022",183cm,76kg,Right,63,63,65,RM,0,"Jul 1, 2021",N/A,€230K,€2K,1753,377,1 
204007,T. Nichols,27,England,Crawley Town,"
2020 ~ 2022",178cm,75kg,Right,63,63,63,ST,0,"Sep 7, 2020",N/A,€525K,€3K,1598,346,1 
222183,Aidi Fulangxisi,30,China PR,Shanghai Shenhua FC,"
2018 ~ 2021",180cm,77kg,Right,63,63,64,CB,0,"Feb 2, 2018",N/A,€400K,€3K,1593,351,1 
228327,F. Azemi,29,Norway,Stabæk Fotball,"
2020 ~ 2022",185cm,81kg,Right,63,63,63,ST,0,"Jan 14, 2020",N/A,€475K,€1K,1678,356,1 
238055,A. Al Najjar,24,Saudi Arabia,Al Shabab,"
2021 ~ 2023",175cm,68kg,Right,63,69,64,RM,6,"Feb 7, 2021",N/A,€750K,€6K,1624,355,1 
252391,Rúben Fonseca,21,Portugal,CD Tondela,"
2019 ~ 2023",188cm,82kg,Right,63,73,65,ST,10,"Jul 1, 2019",N/A,€1.1M,€1K,1540,325,1 
254695,F. Ibarra,20,Argentina,Atlanta United,"
2021 ~ 2021",175cm,69kg,Right,63,75,65,CM,12,"Feb 10, 2021",N/A,€1.2M,€1K,1661,357,1 
259559,T. Breithaupt,19,Germany,Karlsruher SC,"
2020 ~ 2024",192cm,78kg,Right,63,74,64,CDM,11,"Nov 1, 2020",N/A,€975K,€2K,1445,320,1 
228584,A. May,23,England,Cambridge United,"
2020 ~ 2022",182cm,73kg,Right,63,68,65,CM,5,"Sep 4, 2020",N/A,€725K,€2K,1762,377,1 
231912,Kim Geon Woong,23,Korea Republic,Suwon FC,"
2020 ~ 2022",185cm,81kg,Right,63,73,64,CDM,10,"Jan 13, 2020",N/A,€1M,€1K,1630,352,1 
262889,A. Garcia MacNulty,18,Republic of Ireland,VfL Wolfsburg,"
2021 ~ 2024",187cm,78kg,Left,63,81,65,CB,18,"Jun 27, 2021",N/A,€1.1M,€3K,1479,318,1 
227817,C. Rosel,25,Mexico,Fútbol Club Juárez,"
2020 ~ 2021",167cm,67kg,Right,63,64,63,RM,1,"Jul 11, 2020",N/A,€575K,€2K,1704,368,1 
230121,V. Sanogo,26,France,Górnik Zabrze,"
2021 ~ 2022",186cm,85kg,Left,63,66,65,ST,3,"Aug 12, 2021",N/A,€625K,€2K,1583,349,1 
243177,L. Malicsek,22,Austria,FC Flyeralarm Admira,"
2018 ~ 2022",182cm,71kg,Right,63,70,64,CB,7,"Feb 11, 2018",N/A,€925K,€2K,1577,340,1 
182761,A. Legzdins,34,England,Dundee FC,"
2020 ~ 2023",190cm,90kg,Right,63,63,63,GK,0,"Nov 13, 2020",N/A,€80K,€1K,1080,337,1 
264170,Luis López,20,Spain,Real Madrid CF,"
2020 ~ 2022",190cm,76kg,Right,63,76,63,GK,13,"Aug 27, 2020",N/A,€1M,€11K,888,337,1 
199146,A. Halliday,29,Scotland,Heart of Midlothian,"
2020 ~ 2022",173cm,67kg,Left,63,63,65,LWB,0,"Sep 28, 2020",N/A,€475K,€2K,1823,388,1 
231914,D. Margush,23,Australia,Western Sydney Wanderers,"
2020 ~ 2022",187cm,80kg,Right,63,70,63,GK,7,"Nov 11, 2020",N/A,€825K,€1K,977,342,1 
243178,B. Maguire,23,Scotland,Motherwell,"
2017 ~ 2022",189cm,77kg,Right,63,71,65,CM,8,"Jul 1, 2017",N/A,€1.1M,€2K,1751,379,1 
262635,F. Pfanne,26,Germany,Borussia Dortmund II,"
2020 ~ 2024",187cm,82kg,Right,63,65,67,CB,2,"Jul 15, 2020",N/A,€525K,€1K,1625,350,1 
263659,Herculano,17,Portugal,Vitória de Guimarães,"
2020 ~ 2023",182cm,81kg,Right,63,80,65,ST,17,"Jul 1, 2020",N/A,€1.2M,€500,1577,350,1 
213483,S. Lukić,41,Bosnia and Herzegovina,Varbergs BoIS FC,"
2021 ~ 2021",192cm,91kg,Right,63,63,63,GK,0,"Feb 22, 2021",N/A,€50K,€500,1018,336,1 
216299,C. Randall,25,England,Ross County FC,"
2020 ~ 2022",180cm,76kg,Right,63,66,64,RWB,3,"Jul 1, 2020",N/A,€575K,€2K,1639,360,1 
254443,M. Enoumba,28,Cameroon,Club Always Ready,"
2017 ~ 2025",183cm,81kg,Right,63,63,63,CB,0,"Jan 1, 2017",N/A,€425K,€500,1727,374,1 
255211,S. Velkov,24,Bulgaria,MSV Duisburg,"
2021 ~ 2022",192cm,86kg,Right,63,70,65,CB,7,"Jan 23, 2021",N/A,€900K,€2K,1550,335,1 
203500,D. Rose,27,England,Northampton Town,"
2020 ~ 2022",173cm,72kg,Right,63,64,64,ST,1,"Oct 2, 2020",N/A,€550K,€5K,1762,370,1 
210924,A. Al Barakah,30,Saudi Arabia,Abha Club,"
2020 ~ 2023",175cm,68kg,Right,63,63,63,CDM,0,"Oct 3, 2020",N/A,€400K,€3K,1648,350,1 
233196,Li Hang,31,China PR,Wuhan FC,"
2018 ~ 2021",182cm,77kg,Right,63,63,64,RM,0,"Feb 26, 2018",N/A,€400K,€3K,1831,383,1 
235500,A. Al Shammari,25,Saudi Arabia,Al Shabab,"
2014 ~ 2022",177cm,63kg,Left,63,65,65,LM,2,"Jul 1, 2014",N/A,€550K,€6K,1624,366,1 
236780,A. Türkaslan,26,Turkey,Yeni Malatyaspor,"
2021 ~ 2022",188cm,83kg,Right,63,68,63,GK,5,"Jul 26, 2021",N/A,€550K,€2K,890,328,1 
239596,J. Célestine,23,France,Rodez Aveyron Football,"
2021 ~ 2022",191cm,83kg,Left,63,70,65,CB,7,"Jan 2, 2021",N/A,€900K,€1K,1312,289,1 
245996,K. Fobi,22,Ghana,Granada CF,"
2020 ~ 2022",180cm,75kg,Right,63,72,63,RB,9,"Aug 19, 2020",N/A,€1M,€4K,1564,343,1 
232686,N. Sakurauchi,31,Japan,Vissel Kobe,"
2021 ~ 2022",176cm,73kg,Right,63,63,63,RM,0,"Jan 9, 2021",N/A,€400K,€2K,1660,363,1 
241646,D. Butterworth,21,England,Blackburn Rovers,"
2017 ~ 2022",178cm,65kg,Right,63,75,65,ST,12,"Oct 6, 2017",N/A,€1.2M,€7K,1599,349,1 
258286,A. Preciado,24,Ecuador,Barcelona Sporting Club,"
2020 ~ 2021",175cm,67kg,Right,63,69,64,RM,6,"Jul 10, 2020",N/A,€750K,€500,1424,322,1 
262383,C. Cvetko,24,Austria,SK Austria Klagenfurt,"
2020 ~ 2023",182cm,74kg,Left,63,67,65,CM,4,"Aug 17, 2020",N/A,€675K,€2K,1674,364,1 
186352,T. Smith,31,New Zealand,Colchester United,"
2020 ~ 2023",188cm,82kg,Left,63,63,63,CB,0,"Aug 25, 2020",N/A,€325K,€3K,1505,323,1 
192496,P. Downing,29,England,Portsmouth,"
2019 ~ 2022",188cm,79kg,Right,63,63,63,CB,0,"Jul 1, 2019",N/A,€400K,€3K,1497,319,1 
259824,P. Mancilla,28,Ecuador,Club Social y Deportivo Macará,"
2020 ~ 2025",170cm,59kg,Right,63,63,63,RM,0,"Jan 2, 2020",N/A,€475K,€500,1457,321,1 
263153,J. Gómez,19,United States,FSV Zwickau,"
2021 ~ 2023",183cm,78kg,Right,63,78,65,ST,15,"Jul 1, 2021",N/A,€1.1M,€500,1636,363,1 
230897,B. Hanlan,24,England,Bristol Rovers,"
2020 ~ 2022",182cm,83kg,Right,63,68,65,ST,5,"Sep 10, 2020",N/A,€725K,€3K,1643,362,1 
221938,J. Lindseth,25,Norway,Sarpsborg 08 FF,"
2019 ~ 2022",182cm,71kg,Right,63,67,67,RM,4,"Jan 8, 2019",N/A,€675K,€1K,1754,381,1 
246258,L. Beltrán,20,Argentina,Club Atlético Colón,"
2018 ~ 2022",176cm,77kg,Right,63,78,65,ST,15,"Oct 27, 2018",N/A,€1.2M,€2K,1504,326,1 
262387,M. Moreira,27,Uruguay,SK Austria Klagenfurt,"
2018 ~ 2023",173cm,68kg,Left,63,63,63,LB,0,"Jul 1, 2018",N/A,€475K,€2K,1638,353,1 
218867,R. Muñoz,39,Uruguay,Club Cerro Porteño,"
2019 ~ 2021",181cm,79kg,Left,63,63,63,GK,0,"Jan 1, 2019",N/A,€50K,€500,1093,358,1 
231411,R. McKenzie,22,England,Gillingham,"
2020 ~ 2022",184cm,75kg,Right,63,71,65,CB,8,"Aug 21, 2020",N/A,€1M,€2K,1622,350,1 
236787,D. Franke,22,Germany,FC Ingolstadt 04,"
2020 ~ 2023",184cm,76kg,Left,63,73,63,LB,10,"Sep 9, 2020",N/A,€1M,€3K,1572,339,1 
244979,Jean Carlos,26,Brazil,Varbergs BoIS FC,"
2021 ~ 2023",184cm,78kg,Left,63,66,64,LWB,3,"Feb 26, 2021",N/A,€575K,€850,1598,353,1 
254707,E. Orzusa,31,Paraguay,Club Olimpia,"
2021 ~ 2021",173cm,73kg,Right,63,63,63,CM,0,"Jul 9, 2021",N/A,€400K,€500,1590,346,1 
258291,M. Llano,21,Argentina,Godoy Cruz,"
Dec 31, 2022 On Loan",184cm,73kg,Right,63,72,63,RB,9,"Aug 1, 2020","Dec 31, 2022",€1M,€2K,1648,349,1 
260339,Y. Maejima,23,Japan,Yokohama FC,"
2015 ~ 2022",178cm,67kg,Right,63,69,64,RWB,6,"Sep 9, 2015",N/A,€700K,€900,1694,365,1 
244724,E. Frederiksen,20,Denmark,SønderjyskE,"
2020 ~ 2023",175cm,71kg,Left,63,71,65,CAM,8,"Aug 3, 2020",N/A,€1.1M,€2K,1659,350,1 
261364,D. Giménez,24,Argentina,Club Bolívar,"
2021 ~ 2021",175cm,72kg,Right,63,71,64,CDM,8,"Jan 1, 2021",N/A,€1M,€500,1724,365,1 
261620,A. Bustos,22,Argentina,Atlético Tucumán,"
2019 ~ 2022",169cm,72kg,Right,63,74,65,CAM,11,"Mar 30, 2019",N/A,€1.1M,€2K,1681,353,1 
