Id,Name,Age,Nationality,Team,Height,Weight,Overall,Potential,Best position,Value,Wage,International Reputation
258933,Unai Arieta,22,Spain,SD Eibar,175cm,70kg,60,71,ST,€550K,€2K,1 
225654,J. Düker,25,Germany,TSV Havelse,188cm,80kg,60,63,ST,€325K,€500,1 
250998,S. Tengstedt,21,Denmark,Aarhus GF,187cm,82kg,60,74,ST,€600K,€2K,1 
220023,A. Al Shammari,27,Saudi Arabia,Al Hazem,186cm,74kg,60,61,CB,€250K,€3K,1 
263801,J. Tomlinson,21,England,Peterborough United,167cm,71kg,60,69,LWB,€525K,€2K,1 
260473,T. Wright,19,Republic of Ireland,Aston Villa,179cm,72kg,60,76,LM,€625K,€6K,1 
258938,L. Borges,20,Germany,AC Milan,183cm,82kg,60,75,RB,€575K,€4K,1 
263547,Dalberson,24,Brazil,Futebol Clube de Famalicão,191cm,85kg,60,65,GK,€300K,€1K,1 
229243,T. Wiesner,24,Germany,VfL Osnabrück,192cm,87kg,60,67,GK,€425K,€650,1 
244091,N. Ochojski,22,Germany,Sportclub Verl,182cm,73kg,60,68,RB,€525K,€500,1 
247931,A. Van Hoorenbeeck,22,Belgium,KV Mechelen,187cm,77kg,60,69,CB,€525K,€2K,1 
238716,O. Bugiel,27,Lebanon,Sutton United,185cm,77kg,60,61,ST,€300K,€2K,1 
245628,A. Abqar,22,Morocco,Deportivo Alavés,188cm,80kg,60,70,CB,€525K,€3K,1 
252796,M. Whittaker,20,England,Swansea City,183cm,69kg,60,75,ST,€600K,€4K,1 
254844,K. Konno,23,Japan,FC Tokyo,161cm,59kg,60,65,CAM,€375K,€2K,1 
200061,A. Tutte,30,England,Bolton Wanderers,175cm,75kg,60,60,CB,€240K,€2K,1 
226429,A. Coote,23,Scotland,Bohemian FC,170cm,65kg,60,68,RM,€550K,€550,1 
254845,J. Nishikawa,19,Japan,Cerezo Osaka,180cm,70kg,60,73,CAM,€575K,€850,1 
230014,E. Iandolo,23,England,Swindon Town,186cm,71kg,60,67,LB,€475K,€2K,1 
239998,P. Hristov,22,Bulgaria,Spezia,191cm,85kg,60,73,CB,€575K,€2K,1 
247166,J. Olayinka,20,England,Arsenal,175cm,70kg,60,75,CAM,€600K,€8K,1 
186494,M. Oxley,30,England,Harrogate Town,190cm,73kg,60,60,GK,€160K,€2K,1 
259198,M. Córdoba,22,Argentina,Club Atlético Talleres,170cm,64kg,60,70,RM,€550K,€2K,1 
263807,D. Magaña,21,Mexico,Club Deportivo Guadalajara,172cm,70kg,60,70,RB,€525K,€5K,1 
256383,S. Tounekti,18,Tunisia,FK Bodø/Glimt,183cm,68kg,60,74,LW,€575K,€500,1 
257152,L. Sequeira,18,Argentina,San Lorenzo de Almagro,172cm,69kg,60,77,CAM,€625K,€800,1 
258176,P. Oro,18,Argentina,Club Atlético Huracán,183cm,71kg,60,76,CAM,€625K,€1K,1 
258944,C. Vázquez,22,Cuba,AD Alcorcón,185cm,77kg,60,72,CB,€575K,€1K,1 
261504,D. Rivillo,24,Venezuela,Aragua Fútbol Club,178cm,71kg,60,67,RB,€475K,€500,1 
202881,K. Buckley,29,Republic of Ireland,Bohemian FC,180cm,71kg,60,60,CDM,€210K,€600,1 
246401,F. Hartmann,20,Germany,SC Paderborn 07,178cm,66kg,60,74,ST,€600K,€8K,1 
261761,A. Mörfelt,21,Sweden,Vålerenga Fotball,179cm,70kg,60,66,CAM,€400K,€800,1 
228226,D. Bernard,24,Republic of Ireland,Forest Green Rovers,180cm,73kg,60,68,CB,€500K,€3K,1 
260482,T. Ángel,18,Colombia,Atlético Nacional,175cm,68kg,60,77,ST,€625K,€500,1 
207491,R. Gaffney,31,Republic of Ireland,Shamrock Rovers,184cm,76kg,60,60,ST,€210K,€800,1 
259971,N. Guzmán,21,Argentina,Montevideo City Torque,171cm,66kg,60,69,RM,€550K,€500,1 
262788,M. Sivis,23,France,En Avant de Guingamp,180cm,79kg,60,67,RB,€475K,€1K,1 
244356,M. Schmeling,21,Germany,Sportclub Verl,180cm,77kg,60,68,LB,€525K,€500,1 
254084,E. Kornvig,21,Denmark,SønderjyskE,187cm,70kg,60,70,RM,€550K,€2K,1 
258181,Joel Sousa,21,Portugal,CD Tondela,188cm,82kg,60,70,GK,€475K,€650,1 
262534,J. Lewald,22,Germany,FC Viktoria 1889 Berlin,194cm,82kg,60,66,CB,€350K,€600,1 
208774,H. Panayiotou,26,Saint Kitts and Nevis,Livingston FC,178cm,70kg,60,61,ST,€300K,€1K,1 
261766,A. Hountondji,18,France,Stade Malherbe Caen,175cm,64kg,60,77,ST,€625K,€500,1 
263047,Reinaldo,22,Brazil,SV Ried,175cm,63kg,60,70,RM,€550K,€2K,1 
240775,T. Smith,22,England,Sheffield United,178cm,67kg,60,70,ST,€550K,€4K,1 
242823,E. Cantú,22,Mexico,Club Atlético de San Luis,178cm,72kg,60,70,CDM,€550K,€6K,1 
246663,B. Hadžić,22,Bosnia and Herzegovina,SK Austria Klagenfurt,185cm,80kg,60,66,ST,€400K,€2K,1 
257927,Á. Zapata,20,Mexico,CF Monterrey ,160cm,60kg,60,76,CM,€650K,€5K,1 
258439,O. Camara,18,France,Paris FC,197cm,90kg,60,74,CDM,€550K,€500,1 
219272,S. Bonecki,26,Poland,Bruk-Bet Termalica Nieciecza,180cm,72kg,60,63,CDM,€325K,€2K,1 
235656,W. Al Anazi,26,Saudi Arabia,Damac FC,165cm,64kg,60,63,CM,€325K,€3K,1 
246920,D. Collander,19,Sweden,Örebro SK,178cm,70kg,60,69,CDM,€525K,€550,1 
251272,F. Tavares,20,England,Coventry City,180cm,70kg,60,73,ST,€600K,€3K,1 
235913,E. Embleton,22,England,Sunderland,173cm,64kg,60,70,CAM,€550K,€2K,1 
237705,D. Pierias,21,Australia,Western United FC,175cm,72kg,60,71,RM,€550K,€500,1 
262538,Y. Bakiz,22,Denmark,Viborg FF,186cm,76kg,60,67,ST,€500K,€2K,1 
214666,F. Vázquez,27,Argentina,Patronato,183cm,76kg,60,61,CDM,€275K,€2K,1 
226186,Luo Xin,31,China PR,Henan Songshan Longmen FC,182cm,70kg,60,60,CB,€170K,€2K,1 
259466,T. Jansen,19,Netherlands,Feyenoord,192cm,75kg,60,74,GK,€500K,€550,1 
251275,K. Joseph,19,Scotland,Swansea City,185cm,73kg,60,75,ST,€600K,€3K,1 
253579,E. Tortolero,23,Venezuela,Deportivo Táchira FC,174cm,69kg,60,68,CAM,€550K,€500,1 
240524,M. Ebiye,24,Nigeria,Tromsø IL,185cm,75kg,60,66,ST,€400K,€850,1 
260492,Eom Ji Sung,19,Korea Republic,GwangJu FC,178cm,70kg,60,79,CAM,€625K,€650,1 
261772,T. Arconte,17,France,AC Ajaccio,181cm,76kg,60,78,ST,€625K,€500,1 
235661,D. Haspolat,21,Turkey,Kasimpaşa SK,177cm,75kg,60,70,CAM,€550K,€2K,1 
252557,J. Jiménez,26,Mexico,Cruz Azul,173cm,73kg,60,63,CB,€300K,€8K,1 
253837,J. Calderón,23,Peru,Club Universitario de Deportes,185cm,85kg,60,66,GK,€325K,€500,1 
263310,A. Suhonen,21,Finland,Hamburger SV,170cm,70kg,60,70,CAM,€550K,€2K,1 
234638,H. Udahl,24,Norway,Vålerenga Fotball,185cm,78kg,60,67,ST,€500K,€950,1 
246158,M. Hermansen,20,Denmark,Brøndby IF,185cm,81kg,60,70,GK,€475K,€1K,1 
225935,S. Shamal,25,France,Stade Malherbe Caen,181cm,73kg,60,63,ST,€325K,€1K,1 
255119,A. Hernández,28,Venezuela,Aragua Fútbol Club,171cm,65kg,60,61,CM,€240K,€500,1 
258191,J. Topalli,22,Kosovo,Yeni Malatyaspor,188cm,79kg,60,66,ST,€400K,€2K,1 
229008,A. Wilk,23,Poland,Cracovia,189cm,76kg,60,67,GK,€425K,€1K,1 
240785,M. Cerofolini,22,Italy,Fiorentina,188cm,80kg,60,71,GK,€475K,€5K,1 
255633,N. Christogeorgos,21,Greece,Panathinaikos FC,190cm,74kg,60,70,GK,€475K,€500,1 
260241,J. Lang,18,Germany,VfL Wolfsburg,188cm,82kg,60,76,CB,€600K,€2K,1 
261265,L. Richardson,18,England,Burnley,179cm,70kg,60,75,ST,€575K,€2K,1 
261777,César Sousa,21,Portugal,Belenenses SAD,173cm,68kg,60,70,CAM,€550K,€950,1 
263826,A. Organista,21,Mexico,Club Deportivo Guadalajara,162cm,51kg,60,68,CAM,€550K,€5K,1 
228498,Choi Bong Jin,29,Korea Republic,Suwon FC,194cm,90kg,60,61,GK,€190K,€800,1 
236946,N. Baeza,24,Chile,CD Huachipato,178cm,72kg,60,66,CM,€400K,€1K,1 
244370,C. Ekene,21,Germany,MSV Duisburg,180cm,85kg,60,70,ST,€550K,€1K,1 
257426,E. López,22,Mexico,Club Tijuana,180cm,68kg,60,71,CDM,€550K,€3K,1 
258450,Luís Bastos,19,Portugal,FC Paços de Ferreira,175cm,72kg,60,72,LB,€550K,€850,1 
261010,I. Kanda,20,France,Gaz Metan Mediaş,180cm,72kg,60,67,RB,€450K,€1K,1 
241299,Yuan Mincheng,25,China PR,Shenzhen FC,186cm,84kg,60,63,CB,€300K,€2K,1 
251539,B. Lambert,21,Belgium,KAS Eupen,187cm,75kg,60,71,CB,€525K,€1K,1 
253843,H. Pérez,30,Venezuela,AC Mineros de Guayana,185cm,70kg,60,61,GK,€180K,€500,1 
184980,I. Bermingham,32,Republic of Ireland,St. Patrick's Athletic,177cm,73kg,60,60,LB,€170K,€600,1 
253332,F. Mina,22,Ecuador,Club Social y Deportivo Macará,175cm,70kg,60,66,RM,€400K,€500,1 
256148,J. Espinoza,20,Ecuador,LDU Quito,169cm,63kg,60,70,CDM,€500K,€500,1 
251285,N. Thiede,22,Germany,Sportclub Verl,186cm,85kg,60,70,GK,€475K,€3K,1 
255125,A. Ounahi,21,Morocco,Angers SCO,182cm,62kg,60,73,CDM,€575K,€2K,1 
263318,D. Stumberger,22,Croatia,WSG Tirol,185cm,79kg,60,68,CB,€525K,€2K,1 
252822,M. De Marino,21,Italy,Venezia FC,189cm,82kg,60,70,CB,€525K,€2K,1 
256406,T. Lecanda,19,Argentina,River Plate,183cm,73kg,60,79,CB,€600K,€1K,1 
258966,A. Cambiaso,21,Italy,Genoa,181cm,72kg,60,72,LM,€600K,€2K,1 
261014,A. Desábato,31,Argentina,Platense,183cm,79kg,60,60,GK,€130K,€2K,1 
247447,O. Antman,19,Finland,FC Nordsjælland,175cm,65kg,60,73,CAM,€575K,€1K,1 
187031,J. Hyde,31,England,Wrexham AFC,185cm,84kg,60,60,ST,€210K,€500,1 
254615,F. Tinaglini,22,Uruguay,Montevideo City Torque,190cm,78kg,60,68,GK,€475K,€500,1 
263320,Anglada,17,Spain,SD Huesca,180cm,75kg,60,75,CB,€525K,€500,1 
257176,D. Gorka,19,Germany,Fortuna Düsseldorf,190cm,83kg,60,74,GK,€500K,€1K,1 
258712,Celton Biai,20,Portugal,Vitória de Guimarães,185cm,84kg,60,74,GK,€525K,€850,1 
207513,G. Holohan,29,Republic of Ireland,Hartlepool United,180cm,75kg,60,60,RM,€240K,€2K,1 
253337,D. Enríquez,28,Ecuador,Club Social y Deportivo Macará,180cm,70kg,60,62,CB,€250K,€500,1 
228250,H. Al Ruwaili,26,Saudi Arabia,Al Taawoun,171cm,62kg,60,62,RB,€275K,€4K,1 
229274,L. Thomas,23,Wales,Forest Green Rovers,185cm,70kg,60,69,GK,€475K,€2K,1 
235162,H. Al Habib,26,Saudi Arabia,Al Fateh,182cm,84kg,60,63,CM,€325K,€5K,1 
262811,D. Giafer,20,Romania,FC Dinamo 1948 Bucureşti,182cm,71kg,60,67,CB,€450K,€700,1 
252059,S. Abdul Samed,21,Ghana,Clermont Foot 63,180cm,61kg,60,69,CDM,€525K,€2K,1 
258715,B. Hollerbach,20,Germany,SV Wehen Wiesbaden,181cm,78kg,60,67,ST,€475K,€1K,1 
263837,Miguel Puche,20,Spain,Real Zaragoza,180cm,75kg,60,72,CAM,€600K,€1K,1 
256669,F. Pemi Moumbagna,21,Cameroon,Kristiansund BK,183cm,77kg,60,70,ST,€550K,€700,1 
261277,J. Brown,23,Republic of Ireland,Drogheda United,180cm,77kg,60,65,RB,€350K,€500,1 
261533,S. Guerrero,20,Uruguay,Montevideo City Torque,175cm,74kg,60,72,ST,€600K,€500,1 
260254,Ó. Conde,19,Venezuela,Academia Puerto Cabello,181cm,70kg,60,71,CB,€500K,€500,1 
205727,J. Furlan,28,Italy,Empoli,189cm,75kg,60,63,GK,€230K,€6K,1 
243615,L. Nieuwpoort,26,Netherlands,RKC Waalwijk,189cm,70kg,60,62,CB,€275K,€1K,1 
255391,E. Pizzuto,19,Mexico,LOSC Lille,179cm,69kg,60,80,CDM,€650K,€2K,1 
233632,B. Torres,23,Colombia,FC Botoşani,179cm,72kg,60,65,LM,€375K,€2K,1 
244128,C. Green,22,England,Wrexham AFC,183cm,72kg,60,66,LWB,€375K,€500,1 
257184,G. Mollo,20,Italy,1. FC Heidenheim 1846,175cm,74kg,60,68,ST,€550K,€3K,1 
263585,B. Öksüz,25,Turkey,Atakaş Hatayspor,185cm,78kg,60,63,CB,€300K,€2K,1 
241825,T. Francois,20,Australia,Fulham,175cm,60kg,60,73,CAM,€600K,€6K,1 
258977,E. Mahmoud,20,France,Le Havre AC,177cm,68kg,60,72,RM,€600K,€1K,1 
263330,W. Lgharbi,18,France,Angers SCO,173cm,58kg,60,76,RM,€625K,€1K,1 
254882,A. Oeynhausen,19,Germany,SC Paderborn 07,172cm,68kg,60,74,CAM,€575K,€2K,1 
262307,Mateo,19,Spain,Girona FC,180cm,75kg,60,74,CAM,€575K,€1K,1 
215971,A. Al Khaibari,31,Saudi Arabia,Ettifaq FC,180cm,83kg,60,60,CB,€170K,€4K,1 
224675,Zhong Jinbao,26,China PR,Henan Songshan Longmen FC,181cm,69kg,60,61,CDM,€300K,€2K,1 
246180,A. Bates,20,England,Walsall,173cm,64kg,60,72,RM,€600K,€2K,1 
213157,A. Jagiełło,26,Poland,Górnik Łęczna,170cm,62kg,60,61,CAM,€300K,€850,1 
221349,J. Nuttall,24,England,Blackpool,182cm,72kg,60,67,ST,€500K,€2K,1 
259493,Y. Van den Bossche,20,Belgium,KV Kortrijk,175cm,70kg,60,74,RM,€600K,€2K,1 
242854,S. Walker,20,England,Middlesbrough,181cm,72kg,60,76,ST,€650K,€3K,1 
244904,M. Tapias,24,Mexico,Pachuca,179cm,72kg,60,67,CB,€475K,€2K,1 
258984,D. van den Berg,21,Netherlands,FC Utrecht,185cm,75kg,60,70,CDM,€550K,€2K,1 
198825,M. Cullen,29,England,Hartlepool United,175cm,75kg,60,60,ST,€250K,€3K,1 
251049,A. Șerban,20,Romania,AFC Chindia Târgoviște,174cm,65kg,60,69,RM,€550K,€1K,1 
255401,S. González,20,Chile,CD Antofagasta,190cm,85kg,60,72,CB,€550K,€550,1 
255913,G. Thomason,20,England,Bolton Wanderers,177cm,69kg,60,70,CM,€500K,€1K,1 
251306,A. Randell,20,England,Plymouth Argyle,175cm,69kg,60,72,CAM,€600K,€2K,1 
256426,C. Harper,19,United States,New York Red Bulls,176cm,66kg,60,78,RM,€625K,€800,1 
259754,E. Elmalı,20,Turkey,Kasimpaşa SK,180cm,69kg,60,69,LB,€525K,€2K,1 
260778,F. Tongya,19,Italy,Olympique de Marseille,181cm,75kg,60,77,RM,€625K,€3K,1 
261034,A. Rodríguez,23,Uruguay,Club Nacional,184cm,73kg,60,66,ST,€400K,€500,1 
240813,J. Gibson,23,England,Sligo Rovers,178cm,80kg,60,66,RM,€400K,€500,1 
256685,Hong Si Hoo,20,Korea Republic,Seongnam FC,173cm,68kg,60,75,RM,€600K,€850,1 
258733,A. Badan,23,Italy,Oldham Athletic,176cm,72kg,60,65,LB,€350K,€2K,1 
225198,A. Al Habib,28,Saudi Arabia,Abha Club,187cm,84kg,60,60,CB,€210K,€2K,1 
228526,Hwang ByeongGeun,27,Korea Republic,Jeonbuk Hyundai Motors,193cm,93kg,60,62,GK,€220K,€1K,1 
241582,W. Fitzgerald,22,Republic of Ireland,Derry City,187cm,73kg,60,66,LM,€400K,€500,1 
208559,K. Thomas,25,England,Wrexham AFC,190cm,76kg,60,65,ST,€375K,€500,1 
255407,M. Pabai,20,Netherlands,PEC Zwolle,189cm,83kg,60,70,RB,€525K,€1K,1 
251312,J. Armer,20,Scotland,Carlisle United,185cm,71kg,60,69,LWB,€525K,€1K,1 
262577,K. Sentić,20,Croatia,Hajduk Split,193cm,82kg,60,72,GK,€525K,€500,1 
251569,Joel López,19,Spain,Arsenal,179cm,75kg,60,78,LB,€600K,€5K,1 
252849,A. Ohata,20,Japan,Sagan Tosu,168cm,63kg,60,72,CB,€575K,€550,1 
261553,H. Sandoval,21,Paraguay,Club Nacional,190cm,90kg,60,68,ST,€550K,€500,1 
263602,B. Nadir,17,France,Olympique de Marseille,179cm,62kg,60,74,CDM,€550K,€700,1 
233394,Huang Zhengyu,24,China PR,Guangzhou City,178cm,75kg,60,69,CB,€500K,€2K,1 
260274,J. Cuéllar,21,Bolivia,Club Deportivo Guabirá,184cm,80kg,60,67,GK,€425K,€500,1 
246195,C. Elliot,21,New Zealand,Wellington Phoenix,175cm,68kg,60,70,CAM,€525K,€600,1 
253875,L. Colmenarez,32,Venezuela,Metropolitanos de Caracas FC,176cm,74kg,60,60,RB,€170K,€500,1 
257715,M. El Haddouti,23,Netherlands,RKC Waalwijk,171cm,67kg,60,66,CAM,€400K,€1K,1 
258227,C. Montes,20,Chile,Universidad Católica,170cm,65kg,60,72,LW,€600K,€2K,1 
261555,E. Olivares,18,Bolivia,Club Deportivo Jorge Wilstermann,175cm,72kg,60,79,LB,€600K,€500,1 
239540,E. Toal,22,Northern Ireland,Derry City,191cm,80kg,60,73,CB,€575K,€500,1 
224693,Ye Chongqiu,28,China PR,Wuhan FC,182cm,80kg,60,60,CDM,€220K,€2K,1 
256693,A. Ndiaye,24,Senegal,Pau FC,189cm,70kg,60,65,CB,€350K,€750,1 
260277,D. Oroz,20,Croatia,Vitesse,192cm,75kg,60,74,CB,€550K,€2K,1 
263862,M. Valor,21,Argentina,Atlético Tucumán,185cm,83kg,60,69,LB,€525K,€1K,1 
230073,I. Güven,27,Turkey,İttifak Holding Konyaspor,173cm,66kg,60,61,CM,€275K,€3K,1 
246713,K. Nkuba,19,Belgium,Royal Charleroi S.C.,173cm,70kg,60,74,RM,€575K,€1K,1 
243898,Baltazar,21,Brazil,FC Sion,178cm,77kg,60,73,CAM,€600K,€3K,1 
254906,R. Scott,25,Australia,Western United FC,184cm,85kg,60,66,GK,€300K,€500,1 
255674,Y. Gil,20,Venezuela,Aragua Fútbol Club,178cm,70kg,60,72,GK,€525K,€500,1 
263868,Olguín,20,Spain,CD Mirandés,180cm,75kg,60,70,CB,€500K,€1K,1 
248508,M. Skrzypczak,20,Poland,Lech Poznań,186cm,77kg,60,74,CB,€550K,€1K,1 
250812,R. Sotiriou,20,Cyprus,Leyton Orient,180cm,71kg,60,73,RM,€600K,€2K,1 
255932,L. Lacroix,18,France,FC Metz,186cm,72kg,60,77,CB,€600K,€800,1 
257212,Marcos Celorrio,24,Spain,Sandefjord Fotball,183cm,73kg,60,66,ST,€400K,€800,1 
258492,D. Strindholm,19,Sweden,Málaga CF,185cm,72kg,60,77,GK,€575K,€500,1 
263869,Víctor Sanchís,20,Spain,CD Mirandés,180cm,75kg,60,71,CB,€500K,€1K,1 
236733,A. Al Najai,26,Saudi Arabia,Al Hazem,175cm,67kg,60,62,CDM,€275K,€3K,1 
251837,O. Rodríguez,24,Colombia,Club Independiente Santa Fe,185cm,80kg,60,68,GK,€475K,€500,1 
252861,S. Russo,21,Germany,SV Waldhof Mannheim 07,183cm,75kg,60,70,CB,€525K,€550,1 
261821,M. González,27,Uruguay,Club Atlético Rentistas,186cm,80kg,60,61,CB,€250K,€500,1 
248766,M. Barcola,22,Togo,Olympique Lyonnais,197cm,83kg,60,70,GK,€475K,€5K,1 
258750,Mario Ordoñez,21,Spain,SD Ponferradina,180cm,75kg,60,72,CDM,€600K,€1K,1 
262591,L. Pinckert,21,Germany,FC Viktoria 1889 Berlin,189cm,79kg,60,67,CB,€475K,€500,1 
223167,D. Wilson,24,England,Sutton United,180cm,70kg,60,66,ST,€400K,€2K,1 
166847,C. McCann,33,Republic of Ireland,Shamrock Rovers,185cm,75kg,60,60,CB,€150K,€700,1 
243135,J. García,21,Bolivia,Club Bolívar,170cm,62kg,60,70,CAM,€550K,€500,1 
247999,Ș. Blănaru,32,Romania,CS Mioveni,182cm,74kg,60,60,ST,€200K,€1K,1 
258239,M. Kochalski,20,Poland,Legia Warszawa,189cm,88kg,60,74,GK,€525K,€850,1 
262592,Falcão,21,Brazil,FC Viktoria 1889 Berlin,175cm,69kg,60,66,ST,€400K,€600,1 
213696,M. Willock,24,Montserrat,Salford City,183cm,72kg,60,65,CAM,€375K,€3K,1 
226496,N. Miracco,30,Argentina,Arsenal de Sarandí,175cm,70kg,60,60,RW,€240K,€2K,1 
263361,G. Satsias,18,Cyprus,APOEL Nicosia FC,181cm,70kg,60,72,CAM,€575K,€500,1 
231617,L. Davies,21,England,Cambridge United,180cm,70kg,60,65,RM,€375K,€1K,1 
233665,J. Ayunga,24,Kenya,Morecambe,185cm,78kg,60,66,ST,€400K,€1K,1 
257985,L. Amadé,21,Argentina,Defensa y Justicia,193cm,87kg,60,68,GK,€475K,€1K,1 
264130,Manu Martos,20,Spain,UD Ibiza,179cm,73kg,60,68,CB,€500K,€900,1 
242114,I. Mahnashi,21,Saudi Arabia,Ettifaq FC,173cm,75kg,60,72,CDM,€575K,€3K,1 
245698,S. Villarreal,21,Mexico,CF Monterrey ,177cm,72kg,60,74,RB,€575K,€5K,1 
252866,Carreira,20,Spain,CD Mirandés,170cm,70kg,60,74,RB,€575K,€2K,1 
261826,G. Iturra,22,Argentina,Unión La Calera,167cm,63kg,60,69,CAM,€550K,€600,1 
240835,E. Elizalde,21,Uruguay,Club Atlético Peñarol,179cm,78kg,60,70,LB,€525K,€500,1 
246467,A. Youssef,20,Sweden,BK Häcken,182cm,74kg,60,69,CAM,€550K,€800,1 
254915,D. Loera,22,United States,Orlando City Soccer Club,165cm,68kg,60,71,CAM,€550K,€1K,1 
258243,G. Mensah,20,Ghana,Varbergs BoIS FC,183cm,75kg,60,68,CB,€500K,€500,1 
260547,Q. Sullivan,17,United States,Philadelphia Union,180cm,68kg,60,74,CAM,€550K,€500,1 
234692,Z. Mills,29,England,Walsall,182cm,83kg,60,60,RB,€220K,€3K,1 
252868,A. Ouattara Mohammed,20,Côte d'Ivoire,Hammarby IF,189cm,66kg,60,73,CB,€550K,€700,1 
253636,P. Galindo,26,Bolivia,Club Always Ready,180cm,75kg,60,64,GK,€275K,€500,1 
259268,K. Sène,20,Senegal,FC Basel 1893,180cm,72kg,60,76,RM,€650K,€2K,1 
236485,M. Nanizayamo,23,France,FC Lausanne-Sport,191cm,88kg,60,66,CB,€350K,€2K,1 
257478,C. Alexander,26,England,AFC Wimbledon,173cm,70kg,60,63,RB,€300K,€1K,1 
259270,R. Luna,25,Argentina,Arsenal de Sarandí,178cm,79kg,60,61,LM,€300K,€2K,1 
263367,Abizanda,21,Spain,SD Huesca,170cm,68kg,60,72,LM,€600K,€1K,1 
263623,Hugo Oliveira,19,Portugal,FC Vizela,174cm,71kg,60,73,RB,€550K,€500,1 
205255,J. Reid,26,Northern Ireland,Stevenage,181cm,74kg,60,61,ST,€300K,€2K,1 
52679,J. Murphy,39,Republic of Ireland,Tranmere Rovers,188cm,88kg,60,60,GK,€25K,€800,1 
252103,J. Rondón,21,Venezuela,AC Mineros de Guayana,172cm,78kg,60,72,RM,€600K,€500,1 
258503,S. Radulovic,19,Austria,LASK Linz,177cm,74kg,60,74,CM,€550K,€2K,1 
259271,I. Gariglio,23,Argentina,Arsenal de Sarandí,184cm,75kg,60,67,CB,€450K,€2K,1 
259783,S. Rojas,21,Peru,Carlos A. Mannucci,185cm,78kg,60,65,GK,€300K,€500,1 
260551,H. Nagakura,25,Japan,Vegalta Sendai,177cm,73kg,60,66,CDM,€350K,€900,1 
263112,M. Senaya,20,France,RC Strasbourg Alsace,179cm,75kg,60,75,CB,€575K,€2K,1 
232904,A. Al Dawsari,23,Saudi Arabia,Al Faisaly,177cm,75kg,60,67,CDM,€450K,€2K,1 
244680,M. Choinière,22,Canada,Club de Foot Montréal,175cm,68kg,60,66,CAM,€375K,€1K,1 
260296,D. Nakashio,24,Japan,Yokohama FC,181cm,67kg,60,65,CDM,€325K,€700,1 
261320,L. García,21,Peru,Universidad Técnica de Cajamarca,190cm,85kg,60,71,GK,€475K,€500,1 
263369,José Val,22,Spain,SD Huesca,175cm,68kg,60,70,RB,€525K,€2K,1 
255177,B. Anunga,24,Cameroon,Nashville SC,180cm,81kg,60,66,CDM,€350K,€1K,1 
263882,A. Fadera,19,Gambia,SV Zulte Waregem,185cm,73kg,60,74,ST,€575K,€2K,1 
244170,D. Vokić,25,Slovenia,Benevento,190cm,79kg,60,67,CAM,€450K,€2K,1 
251594,P. Therkildsen,23,Denmark,FK Haugesund,190cm,76kg,60,69,CM,€550K,€700,1 
257994,Diego Batista,21,Portugal,Futebol Clube de Famalicão,172cm,61kg,60,71,RM,€550K,€1K,1 
152523,S. Flinders,35,England,Cheltenham Town,193cm,87kg,60,60,GK,€25K,€900,1 
241099,L. Finochietto,24,Argentina,Argentinos Juniors,182cm,81kg,60,68,GK,€475K,€1K,1 
244172,M. Harsman,21,Germany,SV Meppen,190cm,80kg,60,68,GK,€475K,€500,1 
261324,P. Gallardo,20,Peru,Universidad Técnica de Cajamarca,180cm,75kg,60,68,ST,€550K,€500,1 
255693,A. Uzodimma,22,Nigeria,Yukatel Kayserispor,176cm,79kg,60,69,CAM,€525K,€2K,1 
191437,A. Al Mazaidi,35,Saudi Arabia,Abha Club,190cm,86kg,60,60,GK,€25K,€1K,1 
258509,F. Mwepu,21,Zambia,SK Sturm Graz,178cm,70kg,60,69,ST,€550K,€3K,1 
261326,F. Castro,20,Peru,Universidad Técnica de Cajamarca,175cm,70kg,60,72,CAM,€600K,€500,1 
251855,W. Taïbi,19,France,Angers SCO,184cm,70kg,60,75,CAM,€575K,€2K,1 
258511,E. Bilgin,17,Turkey,Beşiktaş JK,188cm,75kg,60,78,GK,€550K,€500,1 
257232,G. Schulz,22,Germany,F.C. Hansa Rostock,180cm,65kg,60,69,RM,€550K,€2K,1 
261584,T. Kato,24,Japan,Gamba Osaka,180cm,70kg,60,65,GK,€300K,€1K,1 
262609,E. Akdağ,24,Turkey,GZT Giresunspor,173cm,70kg,60,66,RM,€350K,€2K,1 
262865,F. Sanguinetti,20,Argentina,Club Atlético Banfield,184cm,71kg,60,72,GK,€525K,€1K,1 
257233,K. Bemanga,23,France,Angers SCO,175cm,70kg,60,68,RW,€550K,€4K,1 
259025,S. Alabi,21,Ghana,FC Luzern,170cm,64kg,60,74,CAM,€600K,€2K,1 
231634,T. Uskok,30,Australia,Macarthur FC,196cm,83kg,60,60,CB,€200K,€800,1 
252370,N. Silva,22,Chile,CD Huachipato,167cm,66kg,60,67,ST,€500K,€1K,1 
260818,P. Farquharson,24,England,Newport County,191cm,93kg,60,66,CB,€350K,€2K,1 
263379,L. Ivkic,18,Austria,FK Austria Wien,176cm,70kg,60,72,CB,€525K,€800,1 
139475,G. Halford,36,England,Waterford FC,193cm,81kg,60,60,CB,€50K,€500,1 
231379,N. Hoffmann,24,Germany,FC Würzburger Kickers,194cm,78kg,60,66,CB,€350K,€1K,1 
252883,H. Kyprianou,20,Cyprus,Leyton Orient,189cm,76kg,60,71,CDM,€500K,€2K,1 
